sku,category,family,sub_model_id,sub_model_name_th,sub_model_name_en,screen_size,chip,capacity,color_th,color_en,color_hex,price_thb,in_stock,dimensions_mm,weight_grams,display_specs,camera_specs,battery_specs,box_contents,local_image_nobg,image_url_highres,specs_url,buy_url
TH-IPHONE16STANDARD-WHITE-256GB-C173,iphone,iPhone 16,iphone-16-standard,,iPhone 16,"6.1""",,,ขาว,White,#F9F6EF,33900,,147.6 x 71.6 x 7.80 มม.,170 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.1 นิ้ว (แนวทแยง), ความละเอียด 2556 x 1179 พิกเซลที่ 460 ppi, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง), Dynamic Island, คอนทราสต์เรโช 2,000,000:1","ระบบกล้องคู่ขั้นสูง: กล้อง Fusion 48MP (26 มม., ƒ/1.6, ระบบ OIS แบบเลื่อนเซ็นเซอร์) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.2, มุมมอง 120°), ภาพถ่ายความละเอียดสูงพิเศษ (24MP และ 48MP), ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 22 ชั่วโมง, การเล่นเสียงนานสูงสุด 80 ชั่วโมง, รองรับการชาร์จเร็วสูงสุด 50% ใน 30 นาที ด้วยอะแดปเตอร์ 20W หรือสูงกว่า","iPhone 16 พร้อม iOS 18, สายชาร์จ USB-C (1 ม., รองรับ 60W), เอกสารประกอบ",data/images_transparent/iphone/iphone-16/white.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-finish-select-202409-6-1inch-white?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16
TH-IPHONE16STANDARD-WHITE-512GB-B4C2,iphone,iPhone 16,iphone-16-standard,,iPhone 16,"6.1""",,,ขาว,White,#F9F6EF,41900,,147.6 x 71.6 x 7.80 มม.,170 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.1 นิ้ว (แนวทแยง), ความละเอียด 2556 x 1179 พิกเซลที่ 460 ppi, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง), Dynamic Island, คอนทราสต์เรโช 2,000,000:1","ระบบกล้องคู่ขั้นสูง: กล้อง Fusion 48MP (26 มม., ƒ/1.6, ระบบ OIS แบบเลื่อนเซ็นเซอร์) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.2, มุมมอง 120°), ภาพถ่ายความละเอียดสูงพิเศษ (24MP และ 48MP), ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 22 ชั่วโมง, การเล่นเสียงนานสูงสุด 80 ชั่วโมง, รองรับการชาร์จเร็วสูงสุด 50% ใน 30 นาที ด้วยอะแดปเตอร์ 20W หรือสูงกว่า","iPhone 16 พร้อม iOS 18, สายชาร์จ USB-C (1 ม., รองรับ 60W), เอกสารประกอบ",data/images_transparent/iphone/iphone-16/white.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-finish-select-202409-6-1inch-white?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16
TH-IPHONE16STANDARD-BLACK-128GB-1454,iphone,iPhone 16,iphone-16-standard,,iPhone 16,"6.1""",,,ดำ,Black,#1F2022,29900,,147.6 x 71.6 x 7.80 มม.,170 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.1 นิ้ว (แนวทแยง), ความละเอียด 2556 x 1179 พิกเซลที่ 460 ppi, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง), Dynamic Island, คอนทราสต์เรโช 2,000,000:1","ระบบกล้องคู่ขั้นสูง: กล้อง Fusion 48MP (26 มม., ƒ/1.6, ระบบ OIS แบบเลื่อนเซ็นเซอร์) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.2, มุมมอง 120°), ภาพถ่ายความละเอียดสูงพิเศษ (24MP และ 48MP), ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 22 ชั่วโมง, การเล่นเสียงนานสูงสุด 80 ชั่วโมง, รองรับการชาร์จเร็วสูงสุด 50% ใน 30 นาที ด้วยอะแดปเตอร์ 20W หรือสูงกว่า","iPhone 16 พร้อม iOS 18, สายชาร์จ USB-C (1 ม., รองรับ 60W), เอกสารประกอบ",data/images_transparent/iphone/iphone-16/black.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-finish-select-202409-6-1inch-black?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16
TH-IPHONE16STANDARD-BLACK-256GB-34A4,iphone,iPhone 16,iphone-16-standard,,iPhone 16,"6.1""",,,ดำ,Black,#1F2022,33900,,147.6 x 71.6 x 7.80 มม.,170 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.1 นิ้ว (แนวทแยง), ความละเอียด 2556 x 1179 พิกเซลที่ 460 ppi, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง), Dynamic Island, คอนทราสต์เรโช 2,000,000:1","ระบบกล้องคู่ขั้นสูง: กล้อง Fusion 48MP (26 มม., ƒ/1.6, ระบบ OIS แบบเลื่อนเซ็นเซอร์) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.2, มุมมอง 120°), ภาพถ่ายความละเอียดสูงพิเศษ (24MP และ 48MP), ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 22 ชั่วโมง, การเล่นเสียงนานสูงสุด 80 ชั่วโมง, รองรับการชาร์จเร็วสูงสุด 50% ใน 30 นาที ด้วยอะแดปเตอร์ 20W หรือสูงกว่า","iPhone 16 พร้อม iOS 18, สายชาร์จ USB-C (1 ม., รองรับ 60W), เอกสารประกอบ",data/images_transparent/iphone/iphone-16/black.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-finish-select-202409-6-1inch-black?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16
TH-IPHONE16STANDARD-BLACK-512GB-EFEF,iphone,iPhone 16,iphone-16-standard,,iPhone 16,"6.1""",,,ดำ,Black,#1F2022,41900,,147.6 x 71.6 x 7.80 มม.,170 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.1 นิ้ว (แนวทแยง), ความละเอียด 2556 x 1179 พิกเซลที่ 460 ppi, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง), Dynamic Island, คอนทราสต์เรโช 2,000,000:1","ระบบกล้องคู่ขั้นสูง: กล้อง Fusion 48MP (26 มม., ƒ/1.6, ระบบ OIS แบบเลื่อนเซ็นเซอร์) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.2, มุมมอง 120°), ภาพถ่ายความละเอียดสูงพิเศษ (24MP และ 48MP), ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 22 ชั่วโมง, การเล่นเสียงนานสูงสุด 80 ชั่วโมง, รองรับการชาร์จเร็วสูงสุด 50% ใน 30 นาที ด้วยอะแดปเตอร์ 20W หรือสูงกว่า","iPhone 16 พร้อม iOS 18, สายชาร์จ USB-C (1 ม., รองรับ 60W), เอกสารประกอบ",data/images_transparent/iphone/iphone-16/black.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-finish-select-202409-6-1inch-black?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16
TH-IPHONE16PLUS-ULTRAMARINE-128GB-7C8C,iphone,iPhone 16,iphone-16-plus,,iPhone 16 Plus,"6.7""",,,น้ำเงินอัลตร้ามารีน,Ultramarine,#4D5E8C,34900,,160.9 x 77.8 x 7.80 มม.,199 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.7 นิ้ว (แนวทแยง), ความละเอียด 2796 x 1290 พิกเซลที่ 460 ppi, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง), Dynamic Island, คอนทราสต์เรโช 2,000,000:1","ระบบกล้องคู่ขั้นสูง: กล้อง Fusion 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.2), รองรับภาพถ่ายมาโคร, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 27 ชั่วโมง, การเล่นเสียงนานสูงสุด 100 ชั่วโมง, รองรับการชาร์จเร็วสูงสุด 50% ใน 30 นาที","iPhone 16 Plus พร้อม iOS 18, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-16/ultramarine.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-finish-select-202409-6-1inch-ultramarine?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16
TH-IPHONE16PLUS-ULTRAMARINE-256GB-9861,iphone,iPhone 16,iphone-16-plus,,iPhone 16 Plus,"6.7""",,,น้ำเงินอัลตร้ามารีน,Ultramarine,#4D5E8C,38900,,160.9 x 77.8 x 7.80 มม.,199 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.7 นิ้ว (แนวทแยง), ความละเอียด 2796 x 1290 พิกเซลที่ 460 ppi, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง), Dynamic Island, คอนทราสต์เรโช 2,000,000:1","ระบบกล้องคู่ขั้นสูง: กล้อง Fusion 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.2), รองรับภาพถ่ายมาโคร, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 27 ชั่วโมง, การเล่นเสียงนานสูงสุด 100 ชั่วโมง, รองรับการชาร์จเร็วสูงสุด 50% ใน 30 นาที","iPhone 16 Plus พร้อม iOS 18, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-16/ultramarine.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-finish-select-202409-6-1inch-ultramarine?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16
TH-IPHONE16PLUS-ULTRAMARINE-512GB-0703,iphone,iPhone 16,iphone-16-plus,,iPhone 16 Plus,"6.7""",,,น้ำเงินอัลตร้ามารีน,Ultramarine,#4D5E8C,46900,,160.9 x 77.8 x 7.80 มม.,199 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.7 นิ้ว (แนวทแยง), ความละเอียด 2796 x 1290 พิกเซลที่ 460 ppi, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง), Dynamic Island, คอนทราสต์เรโช 2,000,000:1","ระบบกล้องคู่ขั้นสูง: กล้อง Fusion 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.2), รองรับภาพถ่ายมาโคร, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 27 ชั่วโมง, การเล่นเสียงนานสูงสุด 100 ชั่วโมง, รองรับการชาร์จเร็วสูงสุด 50% ใน 30 นาที","iPhone 16 Plus พร้อม iOS 18, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-16/ultramarine.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-finish-select-202409-6-1inch-ultramarine?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16
TH-IPHONE16PLUS-TEAL-128GB-1DAA,iphone,iPhone 16,iphone-16-plus,,iPhone 16 Plus,"6.7""",,,เขียวอมฟ้า,Teal,#84A8A3,34900,,160.9 x 77.8 x 7.80 มม.,199 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.7 นิ้ว (แนวทแยง), ความละเอียด 2796 x 1290 พิกเซลที่ 460 ppi, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง), Dynamic Island, คอนทราสต์เรโช 2,000,000:1","ระบบกล้องคู่ขั้นสูง: กล้อง Fusion 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.2), รองรับภาพถ่ายมาโคร, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 27 ชั่วโมง, การเล่นเสียงนานสูงสุด 100 ชั่วโมง, รองรับการชาร์จเร็วสูงสุด 50% ใน 30 นาที","iPhone 16 Plus พร้อม iOS 18, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-16/teal.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-finish-select-202409-6-1inch-teal?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16
TH-IPHONE16PLUS-TEAL-256GB-A833,iphone,iPhone 16,iphone-16-plus,,iPhone 16 Plus,"6.7""",,,เขียวอมฟ้า,Teal,#84A8A3,38900,,160.9 x 77.8 x 7.80 มม.,199 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.7 นิ้ว (แนวทแยง), ความละเอียด 2796 x 1290 พิกเซลที่ 460 ppi, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง), Dynamic Island, คอนทราสต์เรโช 2,000,000:1","ระบบกล้องคู่ขั้นสูง: กล้อง Fusion 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.2), รองรับภาพถ่ายมาโคร, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 27 ชั่วโมง, การเล่นเสียงนานสูงสุด 100 ชั่วโมง, รองรับการชาร์จเร็วสูงสุด 50% ใน 30 นาที","iPhone 16 Plus พร้อม iOS 18, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-16/teal.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-finish-select-202409-6-1inch-teal?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16
TH-IPHONE16PLUS-TEAL-512GB-84CC,iphone,iPhone 16,iphone-16-plus,,iPhone 16 Plus,"6.7""",,,เขียวอมฟ้า,Teal,#84A8A3,46900,,160.9 x 77.8 x 7.80 มม.,199 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.7 นิ้ว (แนวทแยง), ความละเอียด 2796 x 1290 พิกเซลที่ 460 ppi, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง), Dynamic Island, คอนทราสต์เรโช 2,000,000:1","ระบบกล้องคู่ขั้นสูง: กล้อง Fusion 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.2), รองรับภาพถ่ายมาโคร, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 27 ชั่วโมง, การเล่นเสียงนานสูงสุด 100 ชั่วโมง, รองรับการชาร์จเร็วสูงสุด 50% ใน 30 นาที","iPhone 16 Plus พร้อม iOS 18, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-16/teal.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-finish-select-202409-6-1inch-teal?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16
TH-IPHONE16PLUS-PINK-128GB-C619,iphone,iPhone 16,iphone-16-plus,,iPhone 16 Plus,"6.7""",,,ชมพู,Pink,#E3A3B1,34900,,160.9 x 77.8 x 7.80 มม.,199 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.7 นิ้ว (แนวทแยง), ความละเอียด 2796 x 1290 พิกเซลที่ 460 ppi, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง), Dynamic Island, คอนทราสต์เรโช 2,000,000:1","ระบบกล้องคู่ขั้นสูง: กล้อง Fusion 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.2), รองรับภาพถ่ายมาโคร, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 27 ชั่วโมง, การเล่นเสียงนานสูงสุด 100 ชั่วโมง, รองรับการชาร์จเร็วสูงสุด 50% ใน 30 นาที","iPhone 16 Plus พร้อม iOS 18, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-16/pink.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-finish-select-202409-6-1inch-pink?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16
TH-IPHONE16PLUS-PINK-256GB-573D,iphone,iPhone 16,iphone-16-plus,,iPhone 16 Plus,"6.7""",,,ชมพู,Pink,#E3A3B1,38900,,160.9 x 77.8 x 7.80 มม.,199 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.7 นิ้ว (แนวทแยง), ความละเอียด 2796 x 1290 พิกเซลที่ 460 ppi, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง), Dynamic Island, คอนทราสต์เรโช 2,000,000:1","ระบบกล้องคู่ขั้นสูง: กล้อง Fusion 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.2), รองรับภาพถ่ายมาโคร, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 27 ชั่วโมง, การเล่นเสียงนานสูงสุด 100 ชั่วโมง, รองรับการชาร์จเร็วสูงสุด 50% ใน 30 นาที","iPhone 16 Plus พร้อม iOS 18, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-16/pink.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-finish-select-202409-6-1inch-pink?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16
TH-IPHONE16PLUS-PINK-512GB-93C8,iphone,iPhone 16,iphone-16-plus,,iPhone 16 Plus,"6.7""",,,ชมพู,Pink,#E3A3B1,46900,,160.9 x 77.8 x 7.80 มม.,199 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.7 นิ้ว (แนวทแยง), ความละเอียด 2796 x 1290 พิกเซลที่ 460 ppi, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง), Dynamic Island, คอนทราสต์เรโช 2,000,000:1","ระบบกล้องคู่ขั้นสูง: กล้อง Fusion 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.2), รองรับภาพถ่ายมาโคร, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 27 ชั่วโมง, การเล่นเสียงนานสูงสุด 100 ชั่วโมง, รองรับการชาร์จเร็วสูงสุด 50% ใน 30 นาที","iPhone 16 Plus พร้อม iOS 18, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-16/pink.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-finish-select-202409-6-1inch-pink?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16
TH-IPHONE16PLUS-WHITE-128GB-F118,iphone,iPhone 16,iphone-16-plus,,iPhone 16 Plus,"6.7""",,,ขาว,White,#F9F6EF,34900,,160.9 x 77.8 x 7.80 มม.,199 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.7 นิ้ว (แนวทแยง), ความละเอียด 2796 x 1290 พิกเซลที่ 460 ppi, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง), Dynamic Island, คอนทราสต์เรโช 2,000,000:1","ระบบกล้องคู่ขั้นสูง: กล้อง Fusion 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.2), รองรับภาพถ่ายมาโคร, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 27 ชั่วโมง, การเล่นเสียงนานสูงสุด 100 ชั่วโมง, รองรับการชาร์จเร็วสูงสุด 50% ใน 30 นาที","iPhone 16 Plus พร้อม iOS 18, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-16/white.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-finish-select-202409-6-1inch-white?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16
TH-IPHONE16PLUS-WHITE-256GB-39DE,iphone,iPhone 16,iphone-16-plus,,iPhone 16 Plus,"6.7""",,,ขาว,White,#F9F6EF,38900,,160.9 x 77.8 x 7.80 มม.,199 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.7 นิ้ว (แนวทแยง), ความละเอียด 2796 x 1290 พิกเซลที่ 460 ppi, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง), Dynamic Island, คอนทราสต์เรโช 2,000,000:1","ระบบกล้องคู่ขั้นสูง: กล้อง Fusion 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.2), รองรับภาพถ่ายมาโคร, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 27 ชั่วโมง, การเล่นเสียงนานสูงสุด 100 ชั่วโมง, รองรับการชาร์จเร็วสูงสุด 50% ใน 30 นาที","iPhone 16 Plus พร้อม iOS 18, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-16/white.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-finish-select-202409-6-1inch-white?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16
TH-IPHONE16PLUS-WHITE-512GB-4076,iphone,iPhone 16,iphone-16-plus,,iPhone 16 Plus,"6.7""",,,ขาว,White,#F9F6EF,46900,,160.9 x 77.8 x 7.80 มม.,199 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.7 นิ้ว (แนวทแยง), ความละเอียด 2796 x 1290 พิกเซลที่ 460 ppi, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง), Dynamic Island, คอนทราสต์เรโช 2,000,000:1","ระบบกล้องคู่ขั้นสูง: กล้อง Fusion 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.2), รองรับภาพถ่ายมาโคร, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 27 ชั่วโมง, การเล่นเสียงนานสูงสุด 100 ชั่วโมง, รองรับการชาร์จเร็วสูงสุด 50% ใน 30 นาที","iPhone 16 Plus พร้อม iOS 18, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-16/white.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-finish-select-202409-6-1inch-white?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16
TH-IPHONE16PLUS-BLACK-128GB-CD9B,iphone,iPhone 16,iphone-16-plus,,iPhone 16 Plus,"6.7""",,,ดำ,Black,#1F2022,34900,,160.9 x 77.8 x 7.80 มม.,199 กรัม,"จอภาพ Super Retina XDR OLED ขนาด 6.7 นิ้ว (แนวทแยง), ความละเอียด 2796 x 1290 พิกเซลที่ 460 ppi, ความสว่างสูงสุด 2,000 นิต (กลางแจ้ง), Dynamic Island, คอนทราสต์เรโช 2,000,000:1","ระบบกล้องคู่ขั้นสูง: กล้อง Fusion 48MP (26 มม., ƒ/1.6) + กล้อง Ultra Wide 12MP (13 มม., ƒ/2.2), รองรับภาพถ่ายมาโคร, ปุ่มควบคุมกล้อง (Camera Control)","การเล่นวิดีโอนานสูงสุด 27 ชั่วโมง, การเล่นเสียงนานสูงสุด 100 ชั่วโมง, รองรับการชาร์จเร็วสูงสุด 50% ใน 30 นาที","iPhone 16 Plus พร้อม iOS 18, สายชาร์จ USB-C (1 ม.), เอกสารประกอบ",data/images_transparent/iphone/iphone-16/black.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-16-finish-select-202409-6-1inch-black?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/iphone-16/specs/,https://www.apple.com/th/shop/buy-iphone/iphone-16
